x,ecdf_n10,ecdf_n100,ecdf_n1000,F1
-3.889397921803865,0.0248,0.0152,0.0128,18.32261673680051
-3.879347996933378,0.0256,0.0154,0.013,18.220623463461397
-3.8692980720628913,0.0258,0.0158,0.0132,18.118611993791365
-3.8592481471924045,0.0266,0.0166,0.0132,18.016566545680917
-3.8491982223219177,0.0274,0.017,0.0136,17.91447206357288
-3.839148297451431,0.0286,0.0174,0.0148,17.812314227254788
-3.829098372580944,0.0286,0.0178,0.0152,17.71007946026325
-3.8190484477104576,0.0288,0.0184,0.0154,17.60775493784214
-3.8089985228399703,0.0298,0.019,0.0154,17.505328594376522
-3.798948597969484,0.0302,0.0196,0.0156,17.40278913021633
-3.7888986730989966,0.031,0.0196,0.0158,17.300126017858517
-3.7788487482285102,0.0318,0.02,0.0158,17.197329507504964
-3.768798823358023,0.032,0.02,0.0162,17.094390631972743
-3.7587488984875366,0.0328,0.0202,0.0166,16.99130121092069
-3.7486989736170497,0.0332,0.021,0.017,16.888053854272638
-3.738649048746563,0.0338,0.0212,0.0178,16.784641964789547
-3.728599123876076,0.0348,0.0214,0.0182,16.681059739820856
-3.7185491990055892,0.0348,0.0218,0.019,16.57730217223402
-3.7084992741351024,0.0354,0.0222,0.0198,16.47336505051402
-3.6984493492646155,0.0364,0.0222,0.02,16.36924495789176
-3.688399424394129,0.0368,0.0222,0.0202,16.26493927046865
-3.678349499523642,0.0376,0.0226,0.021,16.160446154396503
-3.6682995746531555,0.0386,0.023,0.0214,16.05576456214021
-3.658249649782668,0.0392,0.023,0.0222,15.950894227763131
-3.648199724912182,0.0396,0.0236,0.0228,15.845835661130886
-3.638149800041695,0.0406,0.0246,0.0234,15.740590141056598
-3.628099875171208,0.041,0.0248,0.0236,15.635159707464267
-3.6180499503007213,0.042,0.0254,0.024,15.529547152591391
-3.6080000254302345,0.0432,0.026,0.024,15.423756011104425
-3.5979501005597476,0.044,0.026,0.0246,15.317790549116534
-3.587900175689261,0.046,0.0268,0.0256,15.21165575222656
-3.577850250818774,0.0468,0.0274,0.0262,15.105357312617931
-3.567800325948287,0.0474,0.0278,0.0266,14.998901615116615
-3.5577504010778003,0.0476,0.0282,0.027,14.89229572219593
-3.5477004762073134,0.0484,0.0292,0.0276,14.785547358073229
-3.5376505513368266,0.049,0.0294,0.0278,14.678664891919471
-3.52760062646634,0.0496,0.0306,0.0286,14.571657320109558
-3.5175507015958534,0.0504,0.031,0.0294,14.46453424754953
-3.5075007767253665,0.0508,0.0314,0.03,14.357305868224039
-3.4974508518548797,0.0516,0.0318,0.0304,14.249982944938393
-3.487400926984393,0.0518,0.0324,0.031,14.142576788227728
-3.477351002113906,0.052,0.0328,0.0318,14.035099234574405
-3.467301077243419,0.0526,0.0334,0.0324,13.927562623961121
-3.4572511523729323,0.053,0.0344,0.033,13.819979776742024
-3.4472012275024455,0.0538,0.0356,0.0336,13.712363969940954
-3.4371513026319587,0.055,0.0364,0.0346,13.60472891303801
-3.427101377761472,0.0554,0.0374,0.0354,13.497088723232263
-3.417051452890985,0.0566,0.0376,0.0358,13.389457900279819
-3.4070015280204986,0.0578,0.0382,0.0366,13.281851300989025
-3.3969516031500118,0.0582,0.0382,0.0376,13.174284113364225
-3.386901678279525,0.0596,0.0396,0.0386,13.066771830466514
-3.376851753409038,0.0602,0.0412,0.0388,12.959330224125633
-3.3668018285385513,0.0612,0.0422,0.0394,12.85197531851093
-3.3567519036680644,0.0618,0.0428,0.0398,12.744723363544315
-3.3467019787975776,0.0626,0.0432,0.0402,12.63759080828159
-3.3366520539270907,0.0628,0.0436,0.041,12.530594520908943
-3.326602129056604,0.0648,0.0448,0.042,12.423751558447707
-3.316552204186117,0.0664,0.0454,0.0424,12.31707842373346
-3.3065022793156302,0.0674,0.0464,0.0434,12.210592099130594
-3.2964523544451434,0.0682,0.047,0.0448,12.104309634393177
-3.2864024295746566,0.0688,0.0476,0.045,11.998248121204982
-3.27635250470417,0.0702,0.048,0.0456,11.892424667994144
-3.2663025798336833,0.072,0.0496,0.0464,11.786856375103932
-3.2562526549631965,0.073,0.0512,0.0474,11.681560310435907
-3.2462027300927097,0.0746,0.0524,0.0478,11.57655348562259
-3.236152805222223,0.0764,0.0528,0.049,11.471852832838985
-3.226102880351736,0.0776,0.0538,0.0504,11.367475182123739
-3.216052955481249,0.0792,0.0542,0.0512,11.263437239260671
-3.2060030306107623,0.0812,0.0552,0.052,11.159755564354993
-3.1959531057402755,0.0822,0.0556,0.0532,11.056446551118707
-3.1859031808697886,0.0844,0.0572,0.054,10.953526406931264
-3.175853255999302,0.085,0.0582,0.0554,10.85101113363654
-3.165803331128815,0.0866,0.0592,0.0558,10.748916509047476
-3.155753406258328,0.0886,0.0604,0.0564,10.6472580692564
-3.1457034813878417,0.09,0.0614,0.0576,10.546051091798738
-3.135653556517355,0.0912,0.0624,0.0594,10.44531057966463
-3.125603631646868,0.0924,0.0638,0.06,10.345051246175602
-3.115553706776381,0.0938,0.0648,0.0618,10.245287500711404
-3.1055037819058944,0.0958,0.0656,0.0626,10.146033435210514
-3.0954538570354075,0.0968,0.0662,0.065,10.047302811544409
-3.0854039321649207,0.0976,0.067,0.0664,9.949109049869024
-3.075354007294434,0.1,0.0682,0.0674,9.85146521786342
-3.065304082423947,0.1024,0.0696,0.069,9.754384020813745
-3.05525415755346,0.104,0.0712,0.0698,9.657877792534576
-3.0452042326829734,0.1052,0.0726,0.0702,9.561958487133445
-3.0351543078124865,0.1068,0.0736,0.0716,9.466637671647906
-3.0251043829419997,0.1076,0.0738,0.0726,9.371926519458414
-3.0150544580715133,0.1096,0.0758,0.0742,9.277835804566227
-3.0050045332010265,0.1124,0.0764,0.0754,9.18437589680226
-2.9949546083305396,0.114,0.0786,0.0772,9.091556757798372
-2.9849046834600528,0.1156,0.0806,0.0778,8.999387937670813
-2.974854758589566,0.117,0.0824,0.079,8.90787857241081
-2.964804833719079,0.1196,0.0838,0.0798,8.817037382039013
-2.9547549088485923,0.121,0.0854,0.0816,8.726872669513565
-2.9447049839781054,0.123,0.0874,0.0826,8.637392320294246
-2.9346550591076186,0.1244,0.0898,0.0836,8.548603802637325
-2.9246051342371318,0.1258,0.0918,0.0854,8.460514168581048
-2.914555209366645,0.1274,0.0926,0.0874,8.373130055466595
-2.904505284496158,0.1296,0.095,0.0888,8.28645768798657
-2.8944553596256712,0.1316,0.0968,0.0902,8.200502880818325
-2.884405434755185,0.133,0.0982,0.0924,8.115271041852921
-2.874355509884698,0.134,0.1006,0.0938,8.030767175906767
-2.864305585014211,0.1376,0.1032,0.0956,7.946995888958754
-2.8542556601437243,0.1404,0.1056,0.098,7.863961392881425
-2.8442057352732375,0.1428,0.1066,0.0998,7.781667510517067
-2.8341558104027507,0.144,0.108,0.1014,7.700117681104387
-2.824105885532264,0.146,0.1094,0.103,7.619314966127997
-2.814055960661777,0.1472,0.1102,0.106,7.5392620555347545
-2.80400603579129,0.1488,0.111,0.1076,7.459961274266384
-2.7939561109208033,0.1502,0.112,0.1094,7.381414589138537
-2.7839061860503165,0.1528,0.1148,0.1112,7.303623615969218
-2.7738562611798296,0.155,0.1174,0.112,7.226589626882932
-2.763806336309343,0.158,0.12,0.1142,7.150313557826276
-2.7537564114388564,0.1596,0.1222,0.115,7.074796016335994
-2.7437064865683696,0.1606,0.1234,0.1164,7.000037289474187
-2.7336565616978827,0.1628,0.1254,0.1172,6.926037351930653
-2.723606636827396,0.165,0.1272,0.1196,6.852795874279078
-2.713556711956909,0.1666,0.1296,0.1214,6.780312231282943
-2.7035067870864222,0.1692,0.132,0.1232,6.708585510266861
-2.6934568622159354,0.1722,0.1344,0.1248,6.637614519597123
-2.6834069373454486,0.1738,0.1356,0.1274,6.567397797216733
-2.6733570124749617,0.1768,0.137,0.1282,6.497933619225545
-2.663307087604475,0.1804,0.1398,0.131,6.429220008497246
-2.653257162733988,0.1828,0.1416,0.132,6.361254743254864
-2.643207237863501,0.1854,0.1434,0.134,6.294035365612043
-2.633157312993015,0.1872,0.1462,0.1358,6.227559190112999
-2.623107388122528,0.1888,0.1484,0.138,6.161823312235497
-2.613057463252041,0.19,0.1506,0.1402,6.096824616850355
-2.6030075383815543,0.1934,0.152,0.1428,6.032559786624388
-2.5929576135110675,0.195,0.1548,0.1448,5.969025310313032
-2.5829076886405806,0.1984,0.1586,0.1464,5.906217490955609
-2.572857763770094,0.2002,0.16,0.149,5.844132453992481
-2.562807838899607,0.2032,0.1612,0.1514,5.782766155280683
-2.55275791402912,0.2048,0.1648,0.1534,5.722114389004406
-2.5427079891586333,0.2068,0.1682,0.155,5.662172795461881
-2.5326580642881464,0.2094,0.17,0.1566,5.602936868701005
-2.5226081394176596,0.2124,0.172,0.1578,5.544401964022423
-2.5125582145471728,0.215,0.1748,0.159,5.486563305350841
-2.5025082896766864,0.219,0.1772,0.1622,5.429415992468863
-2.4924583648061995,0.2218,0.1788,0.1646,5.3729550081069934
-2.4824084399357127,0.2242,0.1798,0.1658,5.317175224867664
-2.472358515065226,0.2266,0.1826,0.169,5.262071411983392
-2.462308590194739,0.2306,0.1854,0.1714,5.207638241922628
-2.452258665324252,0.2324,0.189,0.1746,5.153870296838232
-2.4422087404537653,0.235,0.1916,0.1766,5.100762074858517
-2.4321588155832785,0.2372,0.194,0.1786,5.048307996210717
-2.4221088907127917,0.2392,0.1962,0.18,4.996502409168098
-2.412058965842305,0.2422,0.1976,0.1826,4.945339595831638
-2.402009040971818,0.2454,0.1998,0.1854,4.894813777748048
-2.391959116101331,0.2484,0.2024,0.1884,4.844919121366849
-2.3819091912308443,0.2526,0.2064,0.1914,4.795649743331258
-2.371859266360358,0.2548,0.2086,0.1932,4.7469997155959405
-2.361809341489871,0.2578,0.21,0.195,4.698963070378228
-2.3517594166193843,0.2614,0.2118,0.1974,4.651533804947831
-2.3417094917488974,0.2634,0.2144,0.1998,4.6047058862590236
-2.3316595668784106,0.2658,0.2178,0.2018,4.558473255423124
-2.3216096420079237,0.269,0.2208,0.2052,4.512829832017595
-2.311559717137437,0.2722,0.223,0.2082,4.467769518236243
-2.30150979226695,0.2762,0.2238,0.2104,4.423286202886138
-2.2914598673964632,0.28,0.2274,0.2132,4.379373765236078
-2.2814099425259764,0.2836,0.2296,0.2168,4.336026078715932
-2.2713600176554896,0.2866,0.2322,0.22,4.293237014465683
-2.2613100927850027,0.2898,0.2354,0.2226,4.251000444738377
-2.251260167914516,0.2928,0.2372,0.2254,4.209310246162556
-2.2412102430440295,0.2958,0.2394,0.2276,4.168160302868718
-2.2311603181735427,0.2994,0.2418,0.2296,4.127544509479938
-2.221110393303056,0.302,0.245,0.2326,4.087456773967198
-2.211060468432569,0.3042,0.2486,0.2342,4.047891020374173
-2.201010543562082,0.3074,0.2518,0.2384,4.008841191417
-2.1909606186915953,0.3102,0.2542,0.2406,3.970301250962047
-2.1809106938211085,0.3124,0.2578,0.2434,3.9322651863823257
-2.1708607689506216,0.3154,0.261,0.2462,3.8947270107950516
-2.160810844080135,0.32,0.264,0.2482,3.8576807651856524
-2.150760919209648,0.323,0.2676,0.2504,3.8211205204225007
-2.140710994339161,0.3248,0.2692,0.2534,3.785040379163696
-2.1306610694686743,0.3288,0.2708,0.2572,3.7494344776579296
-2.120611144598188,0.3328,0.2734,0.2604,3.71429698744417
-2.110561219727701,0.3356,0.2768,0.2622,3.6796221169541354
-2.100511294857214,0.339,0.28,0.2646,3.645404113019134
-2.0904613699867274,0.3418,0.2836,0.267,3.611637262283807
-2.0804114451162405,0.345,0.2874,0.27,3.5783158925313443
-2.0703615202457537,0.348,0.29,0.2734,3.545434373923176
-2.060311595375267,0.3508,0.2932,0.2756,3.5129871201545213
-2.05026167050478,0.3534,0.2956,0.2796,3.4809685895288833
-2.040211745634293,0.3576,0.2982,0.2832,3.4493732859559545
-2.0301618207638064,0.36,0.3024,0.287,3.4181957598755375
-2.0201118958933195,0.362,0.3066,0.29,3.387430609108435
-2.0100619710228327,0.3642,0.3106,0.2926,3.3570724796367832
-2.000012046152346,0.3678,0.3118,0.295,3.327116066318131
-1.9899621212818595,0.3706,0.3146,0.2984,3.297556113536742
-1.9799121964113726,0.3718,0.3176,0.3024,3.2683874157938497
-1.9698622715408858,0.3752,0.3202,0.3032,3.239604818237144
-1.959812346670399,0.3784,0.3236,0.3072,3.2112032171320113
-1.949762421799912,0.3814,0.3264,0.3088,3.183177560278851
-1.9397124969294253,0.3838,0.3292,0.3124,3.1555228473793013
-1.9296625720589384,0.388,0.3328,0.3148,3.128234130353807
-1.9196126471884516,0.39,0.3364,0.3192,3.1013065136104783
-1.9095627223179648,0.393,0.3398,0.3222,3.074735154266215
-1.899512797447478,0.3952,0.342,0.3244,3.0485152623239555
-1.889462872576991,0.3974,0.3444,0.3272,3.0226421008086817
-1.8794129477065042,0.401,0.3464,0.3292,2.99711098586473
-1.8693630228360174,0.4054,0.3488,0.3318,2.9719172868166814
-1.859313097965531,0.4082,0.3516,0.3342,2.9470564261925323
-1.8492631730950442,0.4104,0.3552,0.3378,2.9225238797105075
-1.8392132482245573,0.4146,0.3576,0.3396,2.898315176233481
-1.8291633233540705,0.4178,0.3608,0.3424,2.8744258976923693
-1.8191133984835837,0.4226,0.3636,0.3442,2.850851678981007
-1.8090634736130968,0.426,0.3672,0.3474,2.8275882078249492
-1.79901354874261,0.4284,0.3706,0.3514,2.804631224622848
-1.7889636238721232,0.4304,0.3734,0.3546,2.781976522260445
-1.7789136990016363,0.433,0.3768,0.3568,2.7596199459008695
-1.7688637741311495,0.4368,0.3792,0.3592,2.737557392752602
-1.7588138492606626,0.4404,0.3816,0.3608,2.7157848118165493
-1.7487639243901758,0.4436,0.3844,0.3628,2.6942982036148755
-1.738713999519689,0.4458,0.387,0.366,2.673093619902805
-1.7286640746492026,0.4478,0.3914,0.369,2.6521671633604336
-1.7186141497787157,0.4506,0.3948,0.3716,2.6315149872663697
-1.708564224908229,0.4542,0.397,0.3744,2.6111332951570727
-1.698514300037742,0.4578,0.3994,0.3774,2.5910183404710727
-1.6884643751672552,0.4618,0.4026,0.3804,2.5711664261800737
-1.6784144502967684,0.4646,0.4066,0.3836,2.551573904409313
-1.6683645254262816,0.4682,0.4098,0.3864,2.532237176048154
-1.6583146005557947,0.471,0.4122,0.3904,2.5131526903478427
-1.6482646756853079,0.4768,0.4146,0.394,2.4943169445071485
-1.6382147508148215,0.4796,0.4164,0.3978,2.47572648325018
-1.6281648259443342,0.4822,0.4198,0.4004,2.4573778983954098
-1.6181149010738478,0.4848,0.423,0.4032,2.439267828416522
-1.6080649762033605,0.4886,0.429,0.4068,2.4213929579976354
-1.5980150513328741,0.4914,0.4338,0.4104,2.403750017584036
-1.5879651264623869,0.4954,0.4366,0.4134,2.3863357829284246
-1.5779152015919005,0.498,0.4406,0.4174,2.3691470746284162
-1.5678652767214132,0.5004,0.4424,0.4202,2.352180757658654
-1.5578153518509268,0.504,0.4446,0.4244,2.335433740901374
-1.5477654269804395,0.5084,0.4484,0.428,2.31890297667189
-1.5377155021099531,0.5118,0.451,0.4316,2.302585460240913
-1.5276655772394667,0.5152,0.4532,0.4348,2.2864782293558124
-1.5176156523689794,0.5188,0.4566,0.4372,2.2705783637614663
-1.507565727498493,0.5224,0.461,0.4408,2.254882984721006
-1.4975158026280058,0.5252,0.4636,0.4446,2.239389254533245
-1.4874658777575194,0.5292,0.467,0.4472,2.2240943760462497
-1.477415952887032,0.5318,0.4698,0.451,2.2089955921729185
-1.4673660280165457,0.5344,0.474,0.4546,2.1940901854070907
-1.4573161031460584,0.536,0.4768,0.4584,2.1793754773378406
-1.447266178275572,0.539,0.4804,0.4612,2.1648488281651725
-1.4372162534050847,0.542,0.483,0.464,2.1505076362179696
-1.4271663285345983,0.5444,0.4868,0.468,2.136349337474429
-1.417116403664111,0.548,0.492,0.4724,2.122371405085111
-1.4070664787936247,0.552,0.4956,0.4748,2.10857134889612
-1.3970165539231383,0.5538,0.4986,0.4792,2.0949467149698835
-1.386966629052651,0.5568,0.5016,0.4838,2.0814950851104896
-1.3769167041821646,0.56,0.504,0.4864,2.068214076393426
-1.3668667793116773,0.5642,0.5082,0.4902,2.0551013406953493
-1.356816854441191,0.5662,0.512,0.4936,2.0421545642271313
-1.3467669295707037,0.568,0.5156,0.498,2.0293714670708978
-1.3367170047002173,0.5714,0.5196,0.5002,2.016749802721201
-1.32666707982973,0.5736,0.5246,0.5032,2.004287357630349
-1.3166171549592436,0.5754,0.5272,0.504,1.9919819507562273
-1.3065672300887563,0.5784,0.529,0.5094,1.9798314331095423
-1.29651730521827,0.5822,0.5334,0.512,1.967833687307279
-1.2864673803477826,0.5848,0.537,0.514,1.9559866271318203
-1.2764174554772962,0.5864,0.539,0.5172,1.9442881970904515
