n,var_b
1,0.0
2,0.24434343434343425
3,0.32969696969696966
4,0.3551515151515153
5,0.25616161616161615
6,0.42262626262626257
7,0.4382828282828283
8,0.34101010101010115
9,0.41323232323232334
10,0.4509090909090909
11,0.42939393939393933
12,0.4318181818181818
13,0.38494949494949504
14,0.4051515151515151
15,0.3333333333333332
16,0.43181818181818177
17,0.40363636363636357
18,0.3534343434343436
19,0.40595959595959585
20,0.4004040404040403
